RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"City Council, Place 4 – City of Carrollton","City Council, Place 4 – City of Carrollton.1 - Brittney Verdell",Brittney Verdell,3,Colin
"City Council, Place 4 – City of Carrollton","City Council, Place 4 – City of Carrollton.2 - OVER VOTES",OVER VOTES,2,Colin
"City Council, Place 4 – City of Carrollton","City Council, Place 4 – City of Carrollton.3 - UNDER VOTES",UNDER VOTES,5,Colin
"City Council, Place 6 – City of Carrollton","City Council, Place 6 – City of Carrollton - Mike Dooling",Mike Dooling,5,Colin
"City Council, Place 6 – City of Carrollton","City Council, Place 6 – City of Carrollton.1 - Daisy Palomo",Daisy Palomo,3,Colin
"City Council, Place 6 – City of Carrollton","City Council, Place 6 – City of Carrollton.2 - OVER VOTES",OVER VOTES,2,Colin
"City Council, Place 6 – City of Carrollton","City Council, Place 6 – City of Carrollton.3 - UNDER VOTES",UNDER VOTES,5,Colin
Mayor – City of Celina,Mayor – City of Celina - Ryan Tubbs,Ryan Tubbs,22,Colin
Mayor – City of Celina,Mayor – City of Celina.1 - Sean Terry,Sean Terry,20,Colin
Mayor – City of Celina,Mayor – City of Celina.2 - OVER VOTES,OVER VOTES,11,Colin
Mayor – City of Celina,Mayor – City of Celina.3 - UNDER VOTES,UNDER VOTES,35,Colin
"Councilman, Place 4 – City of Celina","Councilman, Place 4 – City of Celina - KJ Clark",KJ Clark,22,Colin
"Councilman, Place 4 – City of Celina","Councilman, Place 4 – City of Celina.1 - Wendie Wigginton",Wendie Wigginton,20,Colin
"Councilman, Place 4 – City of Celina","Councilman, Place 4 – City of Celina.2 - OVER VOTES",OVER VOTES,11,Colin
"Councilman, Place 4 – City of Celina","Councilman, Place 4 – City of Celina.3 - UNDER VOTES",UNDER VOTES,35,Colin
"Councilman, Place 5 – City of Celina","Councilman, Place 5 – City of Celina - Mindy Koehne",Mindy Koehne,20,Colin
"Councilman, Place 5 – City of Celina","Councilman, Place 5 – City of Celina.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilman, Place 5 – City of Celina","Councilman, Place 5 – City of Celina.2 - UNDER VOTES",UNDER VOTES,68,Colin
Mayor – City of Dallas,Mayor – City of Dallas - Eric Johnson,Eric Johnson,28,Colin
Mayor – City of Dallas,Mayor – City of Dallas.1 - Write-in,Write-in,1,Colin
Mayor – City of Dallas,Mayor – City of Dallas.2 - OVER VOTES,OVER VOTES,14,Colin
Mayor – City of Dallas,Mayor – City of Dallas.3 - UNDER VOTES,UNDER VOTES,66,Colin
"Member of Council, District 12 – City of Dallas","Member of Council, District 12 – City of Dallas - Cara Mendelsohn",Cara Mendelsohn,26,Colin
"Member of Council, District 12 – City of Dallas","Member of Council, District 12 – City of Dallas.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, District 12 – City of Dallas","Member of Council, District 12 – City of Dallas.2 - UNDER VOTES",UNDER VOTES,79,Colin
"Councilmember, Place 1 – City of Farmersville","Councilmember, Place 1 – City of Farmersville - Mary Berry",Mary Berry,4,Colin
"Councilmember, Place 1 – City of Farmersville","Councilmember, Place 1 – City of Farmersville.1 - Coleman Strickland",Coleman Strickland,2,Colin
"Councilmember, Place 1 – City of Farmersville","Councilmember, Place 1 – City of Farmersville.2 - Richard Repp",Richard Repp,2,Colin
"Councilmember, Place 1 – City of Farmersville","Councilmember, Place 1 – City of Farmersville.3 - OVER VOTES",OVER VOTES,1,Colin
"Councilmember, Place 1 – City of Farmersville","Councilmember, Place 1 – City of Farmersville.4 - UNDER VOTES",UNDER VOTES,1,Colin
"Councilmember, Place 3 – City of Farmersville","Councilmember, Place 3 – City of Farmersville - Ted Wagner",Ted Wagner,2,Colin
"Councilmember, Place 3 – City of Farmersville","Councilmember, Place 3 – City of Farmersville.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Farmersville","Councilmember, Place 3 – City of Farmersville.2 - UNDER VOTES",UNDER VOTES,8,Colin
Proposition No 1 – City of Farmersville,Proposition No. 1 – City of Farmersville - For,For,21,Colin
Proposition No 1 – City of Farmersville,Proposition No. 1 – City of Farmersville.1 - Against,Against,19,Colin
Proposition No 1 – City of Farmersville,Proposition No. 1 – City of Farmersville.2 - OVER VOTES,OVER VOTES,10,Colin
Proposition No 1 – City of Farmersville,Proposition No. 1 – City of Farmersville.3 - UNDER VOTES,UNDER VOTES,26,Colin
Proposition No 2 – City of Farmersville,Proposition No. 2 – City of Farmersville - For,For,4,Colin
Proposition No 2 – City of Farmersville,Proposition No. 2 – City of Farmersville.1 - Against,Against,2,Colin
Proposition No 2 – City of Farmersville,Proposition No. 2 – City of Farmersville.2 - OVER VOTES,OVER VOTES,1,Colin
Proposition No 2 – City of Farmersville,Proposition No. 2 – City of Farmersville.3 - UNDER VOTES,UNDER VOTES,3,Colin
Mayor – City of Frisco,Mayor – City of Frisco - Jonathan David Spencer,Jonathan David Spencer,54,Colin
Mayor – City of Frisco,Mayor – City of Frisco.1 - Mark Piland,Mark Piland,52,Colin
Mayor – City of Frisco,Mayor – City of Frisco.2 - Jeff Cheney,Jeff Cheney,52,Colin
Mayor – City of Frisco,Mayor – City of Frisco.3 - OVER VOTES,OVER VOTES,27,Colin
Mayor – City of Frisco,Mayor – City of Frisco.4 - UNDER VOTES,UNDER VOTES,37,Colin
"City Council, Place 5 – City of Frisco","City Council, Place 5 – City of Frisco - Anwer Azam",Anwer Azam,54,Colin
"City Council, Place 5 – City of Frisco","City Council, Place 5 – City of Frisco.1 - Laura Rummel",Laura Rummel,52,Colin
"City Council, Place 5 – City of Frisco","City Council, Place 5 – City of Frisco.2 - OVER VOTES",OVER VOTES,27,Colin
"City Council, Place 5 – City of Frisco","City Council, Place 5 – City of Frisco.3 - UNDER VOTES",UNDER VOTES,89,Colin
"City Council, Place 6 – City of Frisco","City Council, Place 6 – City of Frisco - Brian Livingston",Brian Livingston,52,Colin
"City Council, Place 6 – City of Frisco","City Council, Place 6 – City of Frisco.1 - OVER VOTES",OVER VOTES,0,Colin
"City Council, Place 6 – City of Frisco","City Council, Place 6 – City of Frisco.2 - UNDER VOTES",UNDER VOTES,170,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco - For,For,54,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.1 - Against,Against,52,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.2 - OVER VOTES,OVER VOTES,27,Colin
Proposition A – City of Frisco,Proposition A – City of Frisco.3 - UNDER VOTES,UNDER VOTES,89,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco - For,For,54,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.1 - Against,Against,52,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.2 - OVER VOTES,OVER VOTES,27,Colin
Proposition B – City of Frisco,Proposition B – City of Frisco.3 - UNDER VOTES,UNDER VOTES,89,Colin
Proposition C – City of Frisco,Proposition C – City of Frisco - For,For,53,Colin
Proposition C – City of Frisco,Proposition C – City of Frisco.1 - Against,Against,52,Colin
Proposition C – City of Frisco,Proposition C – City of Frisco.2 - OVER VOTES,OVER VOTES,27,Colin
Proposition C – City of Frisco,Proposition C – City of Frisco.3 - UNDER VOTES,UNDER VOTES,90,Colin
Proposition D – City of Frisco,Proposition D – City of Frisco - For,For,53,Colin
Proposition D – City of Frisco,Proposition D – City of Frisco.1 - Against,Against,52,Colin
Proposition D – City of Frisco,Proposition D – City of Frisco.2 - OVER VOTES,OVER VOTES,27,Colin
Proposition D – City of Frisco,Proposition D – City of Frisco.3 - UNDER VOTES,UNDER VOTES,90,Colin
Proposition E – City of Frisco,Proposition E – City of Frisco - For,For,53,Colin
Proposition E – City of Frisco,Proposition E – City of Frisco.1 - Against,Against,52,Colin
Proposition E – City of Frisco,Proposition E – City of Frisco.2 - OVER VOTES,OVER VOTES,27,Colin
Proposition E – City of Frisco,Proposition E – City of Frisco.3 - UNDER VOTES,UNDER VOTES,90,Colin
Mayor – City of Garland,Mayor – City of Garland - Roel G. Garcia,Roel G. Garcia,7,Colin
Mayor – City of Garland,Mayor – City of Garland.1 - Scott LeMay,Scott LeMay,5,Colin
Mayor – City of Garland,Mayor – City of Garland.2 - OVER VOTES,OVER VOTES,3,Colin
Mayor – City of Garland,Mayor – City of Garland.3 - UNDER VOTES,UNDER VOTES,7,Colin
"Council Member, At","Council Member, At-Large No. 2 – City of McKinney - Michael Jones",Michael Jones,159,Colin
"Council Member, At","Council Member, At-Large No. 2 – City of McKinney.1 - Tom Meredith",Tom Meredith,150,Colin
"Council Member, At","Council Member, At-Large No. 2 – City of McKinney.2 - Taiwo Ajunwon",Taiwo Ajunwon,150,Colin
"Council Member, At","Council Member, At-Large No. 2 – City of McKinney.3 - OVER VOTES",OVER VOTES,75,Colin
"Council Member, At","Council Member, At-Large No. 2 – City of McKinney.4 - UNDER VOTES",UNDER VOTES,93,Colin
"Council Member, District No 2 – City of McKinney","Council Member, District No. 2 – City of McKinney - Patrick J. Cloutier",Patrick J. Cloutier,31,Colin
"Council Member, District No 2 – City of McKinney","Council Member, District No. 2 – City of McKinney.1 - Michael Silva",Michael Silva,28,Colin
"Council Member, District No 2 – City of McKinney","Council Member, District No. 2 – City of McKinney.2 - OVER VOTES",OVER VOTES,14,Colin
"Council Member, District No 2 – City of McKinney","Council Member, District No. 2 – City of McKinney.3 - UNDER VOTES",UNDER VOTES,46,Colin
"Council Member, District No 4 – City of McKinney","Council Member, District No. 4 – City of McKinney - Rick Franklin",Rick Franklin,36,Colin
"Council Member, District No 4 – City of McKinney","Council Member, District No. 4 – City of McKinney.1 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, District No 4 – City of McKinney","Council Member, District No. 4 – City of McKinney.2 - UNDER VOTES",UNDER VOTES,121,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney - FOR,FOR,159,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.1 - AGAINST,AGAINST,150,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.2 - OVER VOTES,OVER VOTES,75,Colin
Proposition A – City of McKinney,Proposition A – City of McKinney.3 - UNDER VOTES,UNDER VOTES,243,Colin
Mayor City of Murphy,Mayor City of Murphy - Scott Bradley,Scott Bradley,16,Colin
Mayor City of Murphy,Mayor City of Murphy.1 - OVER VOTES,OVER VOTES,0,Colin
Mayor City of Murphy,Mayor City of Murphy.2 - UNDER VOTES,UNDER VOTES,50,Colin
"Council Member, Place 3 – City of Murphy","Council Member, Place 3 – City of Murphy - W. Scott Smith",W. Scott Smith,18,Colin
"Council Member, Place 3 – City of Murphy","Council Member, Place 3 – City of Murphy.1 - Andrew Chase",Andrew Chase,16,Colin
"Council Member, Place 3 – City of Murphy","Council Member, Place 3 – City of Murphy.2 - OVER VOTES",OVER VOTES,8,Colin
"Council Member, Place 3 – City of Murphy","Council Member, Place 3 – City of Murphy.3 - UNDER VOTES",UNDER VOTES,24,Colin
"Council Member, Place 5 – City of Murphy","Council Member, Place 5 – City of Murphy - Laura Deel",Laura Deel,18,Colin
"Council Member, Place 5 – City of Murphy","Council Member, Place 5 – City of Murphy.1 - Sarah Fincanon",Sarah Fincanon,16,Colin
"Council Member, Place 5 – City of Murphy","Council Member, Place 5 – City of Murphy.2 - OVER VOTES",OVER VOTES,8,Colin
"Council Member, Place 5 – City of Murphy","Council Member, Place 5 – City of Murphy.3 - UNDER VOTES",UNDER VOTES,24,Colin
Proposition A – City of Murphy,Proposition A – City of Murphy - For,For,18,Colin
Proposition A – City of Murphy,Proposition A – City of Murphy.1 - Against,Against,16,Colin
Proposition A – City of Murphy,Proposition A – City of Murphy.2 - OVER VOTES,OVER VOTES,8,Colin
Proposition A – City of Murphy,Proposition A – City of Murphy.3 - UNDER VOTES,UNDER VOTES,24,Colin
"Councilmember, Place 3 – City of Nevada","Councilmember, Place 3 – City of Nevada - Kerrie Longoria",Kerrie Longoria,6,Colin
"Councilmember, Place 3 – City of Nevada","Councilmember, Place 3 – City of Nevada.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Nevada","Councilmember, Place 3 – City of Nevada.2 - UNDER VOTES",UNDER VOTES,19,Colin
"Councilmember, Place 4 – City of Nevada","Councilmember, Place 4 – City of Nevada - Clayton Earl Laughter",Clayton Earl Laughter,6,Colin
"Councilmember, Place 4 – City of Nevada","Councilmember, Place 4 – City of Nevada.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 4 – City of Nevada","Councilmember, Place 4 – City of Nevada.2 - UNDER VOTES",UNDER VOTES,19,Colin
"Councilmember, Place 5 – City of Nevada","Councilmember, Place 5 – City of Nevada - Frank Hudson",Frank Hudson,6,Colin
"Councilmember, Place 5 – City of Nevada","Councilmember, Place 5 – City of Nevada.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place 5 – City of Nevada","Councilmember, Place 5 – City of Nevada.2 - UNDER VOTES",UNDER VOTES,19,Colin
Proposition A – City of Nevada,Proposition A – City of Nevada - For,For,7,Colin
Proposition A – City of Nevada,Proposition A – City of Nevada.1 - Against,Against,6,Colin
Proposition A – City of Nevada,Proposition A – City of Nevada.2 - OVER VOTES,OVER VOTES,3,Colin
Proposition A – City of Nevada,Proposition A – City of Nevada.3 - UNDER VOTES,UNDER VOTES,9,Colin
Councilmember At,Councilmember At-Large – City of Parker - Cindy Meyer,Cindy Meyer,32,Colin
Councilmember At,Councilmember At-Large – City of Parker.1 - Jim Reed,Jim Reed,20,Colin
Councilmember At,Councilmember At-Large – City of Parker.2 - Todd Fecht,Todd Fecht,20,Colin
Councilmember At,Councilmember At-Large – City of Parker.3 - Amanda Noe,Amanda Noe,30,Colin
Councilmember At,Councilmember At-Large – City of Parker.4 - OVER VOTES,OVER VOTES,30,Colin
Councilmember At,Councilmember At-Large – City of Parker.5 - UNDER VOTES,UNDER VOTES,132,Colin
Proposition A – City of Parker,Proposition A – City of Parker - FOR,FOR,22,Colin
Proposition A – City of Parker,Proposition A – City of Parker.1 - AGAINST,AGAINST,20,Colin
Proposition A – City of Parker,Proposition A – City of Parker.2 - OVER VOTES,OVER VOTES,10,Colin
Proposition A – City of Parker,Proposition A – City of Parker.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition B – City of Parker,Proposition B – City of Parker - FOR,FOR,22,Colin
Proposition B – City of Parker,Proposition B – City of Parker.1 - AGAINST,AGAINST,20,Colin
Proposition B – City of Parker,Proposition B – City of Parker.2 - OVER VOTES,OVER VOTES,10,Colin
Proposition B – City of Parker,Proposition B – City of Parker.3 - UNDER VOTES,UNDER VOTES,36,Colin
Proposition C – City of Parker,Proposition C – City of Parker - FOR,FOR,22,Colin
Proposition C – City of Parker,Proposition C – City of Parker.1 - AGAINST,AGAINST,20,Colin
Proposition C – City of Parker,Proposition C – City of Parker.2 - OVER VOTES,OVER VOTES,10,Colin
Proposition C – City of Parker,Proposition C – City of Parker.3 - UNDER VOTES,UNDER VOTES,36,Colin
"Councilmember, Place No 1, District No","Councilmember, Place No. 1, District No. 1 – City of Plano - Maria Tu",Maria Tu,149,Colin
"Councilmember, Place No 1, District No 1 – City of Plano","Councilmember, Place No. 1, District No. 1 – City of Plano.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place No 1, District No 1 – City of Plano","Councilmember, Place No. 1, District No. 1 – City of Plano.2 - UNDER VOTES",UNDER VOTES,457,Colin
"Councilmember, Place No 3, District No","Councilmember, Place No. 3, District No. 3 – City of Plano - Rick Horne",Rick Horne,152,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","Councilmember, Place No. 3, District No. 3 – City of Plano.1 - Colleen Aguilar-Epstein",Colleen Aguilar-Epstein,149,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","Councilmember, Place No. 3, District No. 3 – City of Plano.2 - OVER VOTES",OVER VOTES,75,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","Councilmember, Place No. 3, District No. 3 – City of Plano.3 - UNDER VOTES",UNDER VOTES,230,Colin
"Councilmember, Place No 5 – City of Plano","Councilmember, Place No. 5 – City of Plano - Shelby Williams",Shelby Williams,152,Colin
"Councilmember, Place No 5 – City of Plano","Councilmember, Place No. 5 – City of Plano.1 - Brett Cooper",Brett Cooper,149,Colin
"Councilmember, Place No 5 – City of Plano","Councilmember, Place No. 5 – City of Plano.2 - OVER VOTES",OVER VOTES,75,Colin
"Councilmember, Place No 5 – City of Plano","Councilmember, Place No. 5 – City of Plano.3 - UNDER VOTES",UNDER VOTES,230,Colin
"Councilmember, Place No 7 – City of Plano","Councilmember, Place No. 7 – City of Plano - Julie Holmer",Julie Holmer,149,Colin
"Councilmember, Place No 7 – City of Plano","Councilmember, Place No. 7 – City of Plano.1 - OVER VOTES",OVER VOTES,0,Colin
"Councilmember, Place No 7 – City of Plano","Councilmember, Place No. 7 – City of Plano.2 - UNDER VOTES",UNDER VOTES,457,Colin
Proposition A,Proposition A - Town of Prosper - For,For,13,Colin
Proposition A,Proposition A - Town of Prosper.1 - Against,Against,11,Colin
Proposition A,Proposition A - Town of Prosper.2 - OVER VOTES,OVER VOTES,6,Colin
Proposition A,Proposition A - Town of Prosper.3 - UNDER VOTES,UNDER VOTES,26,Colin
Proposition B,Proposition B - Town of  Prosper - For,For,13,Colin
Proposition B,Proposition B - Town of  Prosper.1 - Against,Against,11,Colin
Proposition B,Proposition B - Town of  Prosper.2 - OVER VOTES,OVER VOTES,6,Colin
Proposition B,Proposition B - Town of  Prosper.3 - UNDER VOTES,UNDER VOTES,26,Colin
Mayor – City of Richardson,Mayor – City of Richardson - Bob Dubey,Bob Dubey,14,Colin
Mayor – City of Richardson,Mayor – City of Richardson.1 - Janet DePuy,Janet DePuy,13,Colin
Mayor – City of Richardson,Mayor – City of Richardson.2 - OVER VOTES,OVER VOTES,7,Colin
Mayor – City of Richardson,Mayor – City of Richardson.3 - UNDER VOTES,UNDER VOTES,20,Colin
"Council Member, Place 1 – City of Richardson","Council Member, Place 1 – City of Richardson - G. Scott Waddell",G. Scott Waddell,14,Colin
"Council Member, Place 1 – City of Richardson","Council Member, Place 1 – City of Richardson.1 - Curtis Dorian",Curtis Dorian,13,Colin
"Council Member, Place 1 – City of Richardson","Council Member, Place 1 – City of Richardson.2 - OVER VOTES",OVER VOTES,7,Colin
"Council Member, Place 1 – City of Richardson","Council Member, Place 1 – City of Richardson.3 - UNDER VOTES",UNDER VOTES,20,Colin
Council Member Place 2 – City of Richardson,Council Member Place 2 – City of Richardson - Jennifer Justice,Jennifer Justice,13,Colin
Council Member Place 2 – City of Richardson,Council Member Place 2 – City of Richardson.1 - OVER VOTES,OVER VOTES,0,Colin
Council Member Place 2 – City of Richardson,Council Member Place 2 – City of Richardson.2 - UNDER VOTES,UNDER VOTES,41,Colin
Council Member Place 3 – City of Richardson,Council Member Place 3 – City of Richardson - Dan Barrios,Dan Barrios,14,Colin
Council Member Place 3 – City of Richardson,Council Member Place 3 – City of Richardson.1 - Stephen Springs,Stephen Springs,13,Colin
Council Member Place 3 – City of Richardson,Council Member Place 3 – City of Richardson.2 - OVER VOTES,OVER VOTES,7,Colin
Council Member Place 3 – City of Richardson,Council Member Place 3 – City of Richardson.3 - UNDER VOTES,UNDER VOTES,20,Colin
Council Member Place 4 – City of Richardson,Council Member Place 4 – City of Richardson - Joe Corcoran,Joe Corcoran,13,Colin
Council Member Place 4 – City of Richardson,Council Member Place 4 – City of Richardson.1 - OVER VOTES,OVER VOTES,0,Colin
Council Member Place 4 – City of Richardson,Council Member Place 4 – City of Richardson.2 - UNDER VOTES,UNDER VOTES,41,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson - Todd Harris Hunter",Todd Harris Hunter,14,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.1 - Ken Hutchenrider",Ken Hutchenrider,13,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.2 - OVER VOTES",OVER VOTES,7,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.3 - UNDER VOTES",UNDER VOTES,20,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson - Arefin Shamsul",Arefin Shamsul,13,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson.1 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson.2 - UNDER VOTES",UNDER VOTES,41,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson - FOR,FOR,15,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.1 - AGAINST,AGAINST,13,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.2 - OVER VOTES,OVER VOTES,7,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.3 - UNDER VOTES,UNDER VOTES,19,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse - Frank Millsap",Frank Millsap,7,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse.2 - UNDER VOTES",UNDER VOTES,22,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse - Richard Chandler",Richard Chandler,8,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.1 - Chance Lindsey",Chance Lindsey,7,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.2 - OVER VOTES",OVER VOTES,4,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.3 - UNDER VOTES",UNDER VOTES,10,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD - Polly Montgomery",Polly Montgomery,70,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD.2 - UNDER VOTES",UNDER VOTES,283,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD - Michelle Boren",Michelle Boren,73,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.1 - Brandon Villarreal",Brandon Villarreal,70,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.2 - Bill Parker",Bill Parker,70,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.3 - James Hollis",James Hollis,70,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.4 - OVER VOTES",OVER VOTES,35,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.5 - UNDER VOTES",UNDER VOTES,35,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD - Clark Miller",Clark Miller,51,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.1 - Meg Baker",Meg Baker,50,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.2 - OVER VOTES",OVER VOTES,25,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.3 - UNDER VOTES",UNDER VOTES,75,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD - Josh Carpenter",Josh Carpenter,51,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.1 - Shonda Powell Rupe",Shonda Powell Rupe,50,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.2 - OVER VOTES",OVER VOTES,25,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.3 - UNDER VOTES",UNDER VOTES,75,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD - Melissa Cromwell",Melissa Cromwell,32,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.1 - Jeff Gravley",Jeff Gravley,29,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.2 - OVER VOTES",OVER VOTES,15,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.3 - UNDER VOTES",UNDER VOTES,43,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD - Jennifer Driver",Jennifer Driver,32,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD.1 - Vicky Hogue",Vicky Hogue,29,Colin
