RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
REP Proposition 1,REP Proposition 1.1 - NO,NO,26227,COLL
REP Proposition 1,REP Proposition 1.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 1,REP Proposition 1.3 - UNDER VOTES,UNDER VOTES,6878,COLL
REP Proposition 2,REP Proposition 2 - YES,YES,85929,COLL
REP Proposition 2,REP Proposition 2.1 - NO,NO,11621,COLL
REP Proposition 2,REP Proposition 2.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 2,REP Proposition 2.3 - UNDER VOTES,UNDER VOTES,3951,COLL
REP Proposition 3,REP Proposition 3 - YES,YES,85210,COLL
REP Proposition 3,REP Proposition 3.1 - NO,NO,11425,COLL
REP Proposition 3,REP Proposition 3.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 3,REP Proposition 3.3 - UNDER VOTES,UNDER VOTES,4867,COLL
REP Proposition 4,REP Proposition 4 - YES,YES,82189,COLL
REP Proposition 4,REP Proposition 4.1 - NO,NO,14565,COLL
REP Proposition 4,REP Proposition 4.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 4,REP Proposition 4.3 - UNDER VOTES,UNDER VOTES,4748,COLL
REP Proposition 5,REP Proposition 5 - YES,YES,75361,COLL
REP Proposition 5,REP Proposition 5.1 - NO,NO,20716,COLL
REP Proposition 5,REP Proposition 5.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 5,REP Proposition 5.3 - UNDER VOTES,UNDER VOTES,5425,COLL
REP Proposition 6,REP Proposition 6 - YES,YES,78152,COLL
REP Proposition 6,REP Proposition 6.1 - NO,NO,17154,COLL
REP Proposition 6,REP Proposition 6.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 6,REP Proposition 6.3 - UNDER VOTES,UNDER VOTES,6196,COLL
REP Proposition 7,REP Proposition 7 - YES,YES,64306,COLL
REP Proposition 7,REP Proposition 7.1 - NO,NO,23567,COLL
REP Proposition 7,REP Proposition 7.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 7,REP Proposition 7.3 - UNDER VOTES,UNDER VOTES,13628,COLL
REP Proposition 8,REP Proposition 8 - YES,YES,85302,COLL
REP Proposition 8,REP Proposition 8.1 - NO,NO,11406,COLL
REP Proposition 8,REP Proposition 8.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 8,REP Proposition 8.3 - UNDER VOTES,UNDER VOTES,4794,COLL
REP Proposition 9,REP Proposition 9 - YES,YES,66974,COLL
REP Proposition 9,REP Proposition 9.1 - NO,NO,28620,COLL
REP Proposition 9,REP Proposition 9.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 9,REP Proposition 9.3 - UNDER VOTES,UNDER VOTES,5908,COLL
REP Proposition 10,REP Proposition 10 - YES,YES,79975,COLL
REP Proposition 10,REP Proposition 10.1 - NO,NO,14689,COLL
REP Proposition 10,REP Proposition 10.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 10,REP Proposition 10.3 - UNDER VOTES,UNDER VOTES,6837,COLL
REP Proposition 11,REP Proposition 11 - YES,YES,74251,COLL
REP Proposition 11,REP Proposition 11.1 - NO,NO,22511,COLL
REP Proposition 11,REP Proposition 11.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 11,REP Proposition 11.3 - UNDER VOTES,UNDER VOTES,4740,COLL
REP Proposition 12,REP Proposition 12 - YES,YES,92394,COLL
REP Proposition 12,REP Proposition 12.1 - NO,NO,5322,COLL
REP Proposition 12,REP Proposition 12.2 - OVER VOTES,OVER VOTES,2,COLL
REP Proposition 12,REP Proposition 12.3 - UNDER VOTES,UNDER VOTES,3784,COLL
REP Proposition 13,REP Proposition 13 - YES,YES,90804,COLL
REP Proposition 13,REP Proposition 13.1 - NO,NO,6312,COLL
REP Proposition 13,REP Proposition 13.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 13,REP Proposition 13.3 - UNDER VOTES,UNDER VOTES,4386,COLL
DEM President,DEM President - Dean Phillips,Dean Phillips,1063,COLL
DEM President,"DEM President.1 - Joseph R. Biden, Jr.","Joseph R. Biden, Jr.",29849,COLL
DEM President,DEM President.2 - Marianne Williamson,Marianne Williamson,1293,COLL
DEM President,DEM President.3 - Gabriel A. Cornejo,Gabriel A. Cornejo,295,COLL
DEM President,DEM President.4 - Armando “Mando” Perez-Serrato,Armando “Mando” Perez-Serrato,225,COLL
DEM President,DEM President.5 - Star Locke,Star Locke,159,COLL
DEM President,DEM President.6 - Cenk Uygur,Cenk Uygur,1599,COLL
DEM President,DEM President.7 - Frankie Lozada,Frankie Lozada,155,COLL
DEM President,DEM President.8 - OVER VOTES,OVER VOTES,1,COLL
DEM President,DEM President.9 - UNDER VOTES,UNDER VOTES,1317,COLL
DEM United States Senator,DEM United States Senator - Mark Gonzalez,Mark Gonzalez,1499,COLL
DEM United States Senator,DEM United States Senator.1 - Thierry Tchenko,Thierry Tchenko,347,COLL
DEM United States Senator,DEM United States Senator.2 - Carl Oscar Sherman,Carl Oscar Sherman,552,COLL
DEM United States Senator,DEM United States Senator.3 - Steven J. Keough,Steven J. Keough,495,COLL
DEM United States Senator,DEM United States Senator.4 - Meri Gomez,Meri Gomez,1016,COLL
DEM United States Senator,DEM United States Senator.5 - Heli Rodriguez Prilliman,Heli Rodriguez Prilliman,387,COLL
DEM United States Senator,DEM United States Senator.6 - Colin Allred,Colin Allred,26661,COLL
DEM United States Senator,DEM United States Senator.7 - A. “Robert” Hassan,A. “Robert” Hassan,425,COLL
DEM United States Senator,DEM United States Senator.8 - Roland Gutierrez,Roland Gutierrez,3545,COLL
DEM United States Senator,DEM United States Senator.9 - OVER VOTES,OVER VOTES,2,COLL
DEM United States Senator,DEM United States Senator.10 - UNDER VOTES,UNDER VOTES,1027,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3 - Sandeep Srivastava",Sandeep Srivastava,16254,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3.2 - UNDER VOTES",UNDER VOTES,6215,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4 - Simon Cardell",Simon Cardell,7073,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4.2 - UNDER VOTES",UNDER VOTES,2999,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32 - Callie Butcher",Callie Butcher,154,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.1 - Jan McDowell",Jan McDowell,101,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.2 - Raja Chaudhry",Raja Chaudhry,223,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.3 - Christopher Panayiotou",Christopher Panayiotou,25,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.4 - Julie Johnson",Julie Johnson,1273,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.5 - Brian Williams",Brian Williams,659,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.6 - Kevin Felder",Kevin Felder,31,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.7 - Zachariah Manning",Zachariah Manning,55,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.8 - Justin A. Moore",Justin A. Moore,607,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.9 - Alex Cornwallis",Alex Cornwallis,88,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.10 - OVER VOTES",OVER VOTES,1,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.11 - UNDER VOTES",UNDER VOTES,179,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner - Katherine Culbert,Katherine Culbert,20371,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.1 - Bill Burch,Bill Burch,11328,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.2 - OVER VOTES,OVER VOTES,2,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.3 - UNDER VOTES,UNDER VOTES,4255,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2 - DaSean Jones",DaSean Jones,19988,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.1 - Randy Sarosdy",Randy Sarosdy,10491,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.3 - UNDER VOTES",UNDER VOTES,5477,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4 - Christine Vinh Weems",Christine Vinh Weems,28284,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4.2 - UNDER VOTES",UNDER VOTES,7672,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6 - Joe Pool",Joe Pool,8115,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.1 - Bonnie Lee Goldstein",Bonnie Lee Goldstein,22158,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.3 - UNDER VOTES",UNDER VOTES,5683,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals - Holly Taylor",Holly Taylor,28594,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals.2 - UNDER VOTES",UNDER VOTES,7362,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7 - Nancy Mulder",Nancy Mulder,27599,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7.2 - UNDER VOTES",UNDER VOTES,8357,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8 - Chika Anyiam",Chika Anyiam,27056,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8.2 - UNDER VOTES",UNDER VOTES,8900,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12 - George King",George King,27060,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12.2 - UNDER VOTES",UNDER VOTES,8876,COLL
"DEM State Senator, District 8","DEM State Senator, District 8 - Rachel Mello",Rachel Mello,21633,COLL
"DEM State Senator, District 8","DEM State Senator, District 8.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Senator, District 8","DEM State Senator, District 8.2 - UNDER VOTES",UNDER VOTES,6766,COLL
"DEM State Senator, District 30","DEM State Senator, District 30 - Matthew McGhee",Matthew McGhee,714,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.1 - Michael Braxton",Michael Braxton,1104,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.2 - Dale Frey",Dale Frey,794,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.3 - OVER VOTES",OVER VOTES,1,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.4 - UNDER VOTES",UNDER VOTES,654,COLL
"DEM State Representative, District 61","DEM State Representative, District 61 - Tony Adams",Tony Adams,4884,COLL
"DEM State Representative, District 61","DEM State Representative, District 61.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 61","DEM State Representative, District 61.2 - UNDER VOTES",UNDER VOTES,1502,COLL
"DEM State Representative, District 66","DEM State Representative, District 66 - David W. Carstens",David W. Carstens,4443,COLL
"DEM State Representative, District 66","DEM State Representative, District 66.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 66","DEM State Representative, District 66.2 - UNDER VOTES",UNDER VOTES,1604,COLL
"DEM State Representative, District 67","DEM State Representative, District 67 - Jefferson Nunn",Jefferson Nunn,1887,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.1 - Makala L. Washington",Makala L. Washington,3652,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.3 - UNDER VOTES",UNDER VOTES,893,COLL
"DEM State Representative, District 70","DEM State Representative, District 70 - Mihaela Elizabeth Plesa",Mihaela Elizabeth Plesa,5772,COLL
"DEM State Representative, District 70","DEM State Representative, District 70.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 70","DEM State Representative, District 70.2 - UNDER VOTES",UNDER VOTES,1462,COLL
"DEM State Representative, District 89","DEM State Representative, District 89 - Darrel Evans",Darrel Evans,4483,COLL
"DEM State Representative, District 89","DEM State Representative, District 89.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 89","DEM State Representative, District 89.2 - UNDER VOTES",UNDER VOTES,1589,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District - Staci Williams",Staci Williams,15322,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.1 - Dennise Garcia",Dennise Garcia,15771,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.2 - OVER VOTES",OVER VOTES,1,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.3 - UNDER VOTES",UNDER VOTES,4852,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2 - Robbie Partida-Kipness",Robbie Partida-Kipness,27072,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2.2 - UNDER VOTES",UNDER VOTES,8874,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5 - Erin A. Nowell",Erin A. Nowell,27236,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5.2 - UNDER VOTES",UNDER VOTES,8710,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9 - Tina Clinton",Tina Clinton,27705,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9.2 - UNDER VOTES",UNDER VOTES,8241,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10 - Amanda Reichek",Amanda Reichek,27425,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10.2 - UNDER VOTES",UNDER VOTES,8521,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11 - Cory Carlyle",Cory Carlyle,14163,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.1 - Kim Cooks",Kim Cooks,15988,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.2 - OVER VOTES",OVER VOTES,2,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.3 - UNDER VOTES",UNDER VOTES,5793,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12 - Ken Molberg",Ken Molberg,26899,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12.2 - UNDER VOTES",UNDER VOTES,9047,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13 - Tonya Parker",Tonya Parker,28197,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13.2 - UNDER VOTES",UNDER VOTES,7749,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector - Stephanie Cooksey,Stephanie Cooksey,27626,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector.1 - OVER VOTES,OVER VOTES,0,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector.2 - UNDER VOTES,UNDER VOTES,8309,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3 - Yvette Johnson",Yvette Johnson,6140,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3.2 - UNDER VOTES",UNDER VOTES,1603,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3 - Cesar Avila",Cesar Avila,11032,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3.2 - UNDER VOTES",UNDER VOTES,3766,COLL
DEM County Chair,DEM County Chair - Sheena King,Sheena King,27963,COLL
DEM County Chair,DEM County Chair.1 - OVER VOTES,OVER VOTES,0,COLL
DEM County Chair,DEM County Chair.2 - UNDER VOTES,UNDER VOTES,7972,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52 - Emaduddin Syed",Emaduddin Syed,289,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.1 - Jaime G. Lozano",Jaime G. Lozano,129,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.3 - UNDER VOTES",UNDER VOTES,122,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62 - John M. Stafford",John M. Stafford,148,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.1 - Simon Salinas",Simon Salinas,65,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.3 - UNDER VOTES",UNDER VOTES,35,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69 - Amar Varanasi",Amar Varanasi,119,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.1 - Subir Purkayastha",Subir Purkayastha,139,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.3 - UNDER VOTES",UNDER VOTES,64,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246 - Lindsey Hall",Lindsey Hall,81,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.1 - Lorena Rodriguez",Lorena Rodriguez,66,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.3 - UNDER VOTES",UNDER VOTES,40,COLL
