RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
Council Member Place 4 – City of Richardson,Council Member Place 4 – City of Richardson.1 - OVER VOTES,OVER VOTES,0,Colin
Council Member Place 4 – City of Richardson,Council Member Place 4 – City of Richardson.2 - UNDER VOTES,UNDER VOTES,0,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson - Todd Harris Hunter",Todd Harris Hunter,0,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.1 - Ken Hutchenrider",Ken Hutchenrider,0,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.2 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, Place 5 – City of Richardson","Council Member, Place 5 – City of Richardson.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson - Arefin Shamsul",Arefin Shamsul,0,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson.1 - OVER VOTES",OVER VOTES,0,Colin
"Council Member, Place 6 – City of Richardson","Council Member, Place 6 – City of Richardson.2 - UNDER VOTES",UNDER VOTES,0,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson - FOR,FOR,0,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.1 - AGAINST,AGAINST,0,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – City of Richardson,Proposition A – City of Richardson.3 - UNDER VOTES,UNDER VOTES,0,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse - Frank Millsap",Frank Millsap,0,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse.1 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 3 – City of Sachse","Member of Council, Place 3 – City of Sachse.2 - UNDER VOTES",UNDER VOTES,0,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse - Richard Chandler",Richard Chandler,0,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.1 - Chance Lindsey",Chance Lindsey,0,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.2 - OVER VOTES",OVER VOTES,0,Colin
"Member of Council, Place 4 – City of Sachse","Member of Council, Place 4 – City of Sachse.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD - Polly Montgomery",Polly Montgomery,0,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Position 6 – Allen ISD","Board of Trustees, Position 6 – Allen ISD.2 - UNDER VOTES",UNDER VOTES,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD - Michelle Boren",Michelle Boren,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.1 - Brandon Villarreal",Brandon Villarreal,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.2 - Bill Parker",Bill Parker,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.3 - James Hollis",James Hollis,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.4 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Position 7 – Allen ISD","Board of Trustees, Position 7 – Allen ISD.5 - UNDER VOTES",UNDER VOTES,0,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD - Clark Miller",Clark Miller,0,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.1 - Meg Baker",Meg Baker,0,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 5 – Anna ISD","Board of Trustees, Place 5 – Anna ISD.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD - Josh Carpenter",Josh Carpenter,0,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.1 - Shonda Powell Rupe",Shonda Powell Rupe,0,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 7 – Anna ISD","Board of Trustees, Place 7 – Anna ISD.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD - Melissa Cromwell",Melissa Cromwell,0,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.1 - Jeff Gravley",Jeff Gravley,0,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 3 – Celina ISD","Trustee, Place 3 – Celina ISD.3 - UNDER VOTES",UNDER VOTES,0,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD - Jennifer Driver",Jennifer Driver,0,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD.1 - Vicky Hogue",Vicky Hogue,0,Colin
