RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"Council Member, Place 5 – City of Murphy","RACE_CANDIDATES    Council Member, Place 5 – City of Murphy.1 - S...
RACE_CANDIDATES      Council Member, Place 5 – City of Murphy.1 - 16
dtype: object",Sarah Fincanon,16,Colin
"Council Member, Place 5 – City of Murphy","RACE_CANDIDATES    Council Member, Place 5 – City of Murphy.2 - O...
RACE_CANDIDATES       Council Member, Place 5 – City of Murphy.2 - 8
dtype: object",OVER VOTES,8,Colin
"Council Member, Place 5 – City of Murphy","RACE_CANDIDATES    Council Member, Place 5 – City of Murphy.3 - U...
RACE_CANDIDATES      Council Member, Place 5 – City of Murphy.3 - 24
dtype: object",UNDER VOTES,24,Colin
Proposition A – City of Murphy,"RACE_CANDIDATES    Proposition A – City of Murphy - For
RACE_CANDIDATES     Proposition A – City of Murphy - 18
dtype: object",For,18,Colin
Proposition A – City of Murphy,"RACE_CANDIDATES    Proposition A – City of Murphy.1 - Against
RACE_CANDIDATES         Proposition A – City of Murphy.1 - 16
dtype: object",Against,16,Colin
Proposition A – City of Murphy,"RACE_CANDIDATES    Proposition A – City of Murphy.2 - OVER VOTES
RACE_CANDIDATES             Proposition A – City of Murphy.2 - 8
dtype: object",OVER VOTES,8,Colin
Proposition A – City of Murphy,"RACE_CANDIDATES    Proposition A – City of Murphy.3 - UNDER VOTES
RACE_CANDIDATES             Proposition A – City of Murphy.3 - 24
dtype: object",UNDER VOTES,24,Colin
"Councilmember, Place 3 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 3 – City of Nevada - Kerr...
RACE_CANDIDATES          Councilmember, Place 3 – City of Nevada - 6
dtype: object",Kerrie Longoria,6,Colin
"Councilmember, Place 3 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 3 – City of Nevada.1 - OV...
RACE_CANDIDATES        Councilmember, Place 3 – City of Nevada.1 - 0
dtype: object",OVER VOTES,0,Colin
"Councilmember, Place 3 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 3 – City of Nevada.2 - UN...
RACE_CANDIDATES       Councilmember, Place 3 – City of Nevada.2 - 19
dtype: object",UNDER VOTES,19,Colin
"Councilmember, Place 4 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 4 – City of Nevada - Clay...
RACE_CANDIDATES          Councilmember, Place 4 – City of Nevada - 6
dtype: object",Clayton Earl Laughter,6,Colin
"Councilmember, Place 4 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 4 – City of Nevada.1 - OV...
RACE_CANDIDATES        Councilmember, Place 4 – City of Nevada.1 - 0
dtype: object",OVER VOTES,0,Colin
"Councilmember, Place 4 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 4 – City of Nevada.2 - UN...
RACE_CANDIDATES       Councilmember, Place 4 – City of Nevada.2 - 19
dtype: object",UNDER VOTES,19,Colin
"Councilmember, Place 5 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 5 – City of Nevada - Fran...
RACE_CANDIDATES          Councilmember, Place 5 – City of Nevada - 6
dtype: object",Frank Hudson,6,Colin
"Councilmember, Place 5 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 5 – City of Nevada.1 - OV...
RACE_CANDIDATES        Councilmember, Place 5 – City of Nevada.1 - 0
dtype: object",OVER VOTES,0,Colin
"Councilmember, Place 5 – City of Nevada","RACE_CANDIDATES    Councilmember, Place 5 – City of Nevada.2 - UN...
RACE_CANDIDATES       Councilmember, Place 5 – City of Nevada.2 - 19
dtype: object",UNDER VOTES,19,Colin
Proposition A – City of Nevada,"RACE_CANDIDATES    Proposition A – City of Nevada - For
RACE_CANDIDATES      Proposition A – City of Nevada - 7
dtype: object",For,7,Colin
Proposition A – City of Nevada,"RACE_CANDIDATES    Proposition A – City of Nevada.1 - Against
RACE_CANDIDATES          Proposition A – City of Nevada.1 - 6
dtype: object",Against,6,Colin
Proposition A – City of Nevada,"RACE_CANDIDATES    Proposition A – City of Nevada.2 - OVER VOTES
RACE_CANDIDATES             Proposition A – City of Nevada.2 - 3
dtype: object",OVER VOTES,3,Colin
Proposition A – City of Nevada,"RACE_CANDIDATES    Proposition A – City of Nevada.3 - UNDER VOTES
RACE_CANDIDATES              Proposition A – City of Nevada.3 - 9
dtype: object",UNDER VOTES,9,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker - Cind...
RACE_CANDIDATES         Councilmember At-Large – City of Parker - 32
dtype: object",Cindy Meyer,32,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker.1 - Ji...
RACE_CANDIDATES       Councilmember At-Large – City of Parker.1 - 20
dtype: object",Jim Reed,20,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker.2 - To...
RACE_CANDIDATES       Councilmember At-Large – City of Parker.2 - 20
dtype: object",Todd Fecht,20,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker.3 - Am...
RACE_CANDIDATES       Councilmember At-Large – City of Parker.3 - 30
dtype: object",Amanda Noe,30,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker.4 - OV...
RACE_CANDIDATES       Councilmember At-Large – City of Parker.4 - 30
dtype: object",OVER VOTES,30,Colin
Councilmember At,"RACE_CANDIDATES    Councilmember At-Large – City of Parker.5 - UN...
RACE_CANDIDATES      Councilmember At-Large – City of Parker.5 - 132
dtype: object",UNDER VOTES,132,Colin
Proposition A – City of Parker,"RACE_CANDIDATES    Proposition A – City of Parker - FOR
RACE_CANDIDATES     Proposition A – City of Parker - 22
dtype: object",FOR,22,Colin
Proposition A – City of Parker,"RACE_CANDIDATES    Proposition A – City of Parker.1 - AGAINST
RACE_CANDIDATES         Proposition A – City of Parker.1 - 20
dtype: object",AGAINST,20,Colin
Proposition A – City of Parker,"RACE_CANDIDATES    Proposition A – City of Parker.2 - OVER VOTES
RACE_CANDIDATES            Proposition A – City of Parker.2 - 10
dtype: object",OVER VOTES,10,Colin
Proposition A – City of Parker,"RACE_CANDIDATES    Proposition A – City of Parker.3 - UNDER VOTES
RACE_CANDIDATES             Proposition A – City of Parker.3 - 36
dtype: object",UNDER VOTES,36,Colin
Proposition B – City of Parker,"RACE_CANDIDATES    Proposition B – City of Parker - FOR
RACE_CANDIDATES     Proposition B – City of Parker - 22
dtype: object",FOR,22,Colin
Proposition B – City of Parker,"RACE_CANDIDATES    Proposition B – City of Parker.1 - AGAINST
RACE_CANDIDATES         Proposition B – City of Parker.1 - 20
dtype: object",AGAINST,20,Colin
Proposition B – City of Parker,"RACE_CANDIDATES    Proposition B – City of Parker.2 - OVER VOTES
RACE_CANDIDATES            Proposition B – City of Parker.2 - 10
dtype: object",OVER VOTES,10,Colin
Proposition B – City of Parker,"RACE_CANDIDATES    Proposition B – City of Parker.3 - UNDER VOTES
RACE_CANDIDATES             Proposition B – City of Parker.3 - 36
dtype: object",UNDER VOTES,36,Colin
Proposition C – City of Parker,"RACE_CANDIDATES    Proposition C – City of Parker - FOR
RACE_CANDIDATES     Proposition C – City of Parker - 22
dtype: object",FOR,22,Colin
Proposition C – City of Parker,"RACE_CANDIDATES    Proposition C – City of Parker.1 - AGAINST
RACE_CANDIDATES         Proposition C – City of Parker.1 - 20
dtype: object",AGAINST,20,Colin
Proposition C – City of Parker,"RACE_CANDIDATES    Proposition C – City of Parker.2 - OVER VOTES
RACE_CANDIDATES            Proposition C – City of Parker.2 - 10
dtype: object",OVER VOTES,10,Colin
Proposition C – City of Parker,"RACE_CANDIDATES    Proposition C – City of Parker.3 - UNDER VOTES
RACE_CANDIDATES             Proposition C – City of Parker.3 - 36
dtype: object",UNDER VOTES,36,Colin
"Councilmember, Place No 1, District No","RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
dtype: object",Maria Tu,149,Colin
"Councilmember, Place No 1, District No 1 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
dtype: object",OVER VOTES,0,Colin
"Councilmember, Place No 1, District No 1 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
RACE_CANDIDATES    Councilmember, Place No. 1, District No. 1 – C...
dtype: object",UNDER VOTES,457,Colin
"Councilmember, Place No 3, District No","RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
dtype: object",Rick Horne,152,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
dtype: object",Colleen Aguilar-Epstein,149,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
dtype: object",OVER VOTES,75,Colin
"Councilmember, Place No 3, District No 3 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
RACE_CANDIDATES    Councilmember, Place No. 3, District No. 3 – C...
dtype: object",UNDER VOTES,230,Colin
"Councilmember, Place No 5 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano - S...
RACE_CANDIDATES     Councilmember, Place No. 5 – City of Plano - 152
dtype: object",Shelby Williams,152,Colin
"Councilmember, Place No 5 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.1 -...
RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.1 -...
dtype: object",Brett Cooper,149,Colin
"Councilmember, Place No 5 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.2 -...
RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.2 - 75
dtype: object",OVER VOTES,75,Colin
"Councilmember, Place No 5 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.3 -...
RACE_CANDIDATES    Councilmember, Place No. 5 – City of Plano.3 -...
dtype: object",UNDER VOTES,230,Colin
"Councilmember, Place No 7 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 7 – City of Plano - J...
RACE_CANDIDATES     Councilmember, Place No. 7 – City of Plano - 149
dtype: object",Julie Holmer,149,Colin
"Councilmember, Place No 7 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 7 – City of Plano.1 -...
RACE_CANDIDATES     Councilmember, Place No. 7 – City of Plano.1 - 0
dtype: object",OVER VOTES,0,Colin
"Councilmember, Place No 7 – City of Plano","RACE_CANDIDATES    Councilmember, Place No. 7 – City of Plano.2 -...
RACE_CANDIDATES    Councilmember, Place No. 7 – City of Plano.2 -...
dtype: object",UNDER VOTES,457,Colin
Proposition A,"RACE_CANDIDATES    Proposition A - Town of Prosper - For
RACE_CANDIDATES     Proposition A - Town of Prosper - 13
dtype: object",For,13,Colin
Proposition A,"RACE_CANDIDATES    Proposition A - Town of Prosper.1 - Against
RACE_CANDIDATES         Proposition A - Town of Prosper.1 - 11
dtype: object",Against,11,Colin
Proposition A,"RACE_CANDIDATES    Proposition A - Town of Prosper.2 - OVER VOTES
RACE_CANDIDATES             Proposition A - Town of Prosper.2 - 6
dtype: object",OVER VOTES,6,Colin
Proposition A,"RACE_CANDIDATES    Proposition A - Town of Prosper.3 - UNDER VOTES
RACE_CANDIDATES             Proposition A - Town of Prosper.3 - 26
dtype: object",UNDER VOTES,26,Colin
Proposition B,"RACE_CANDIDATES    Proposition B - Town of  Prosper - For
RACE_CANDIDATES     Proposition B - Town of  Prosper - 13
dtype: object",For,13,Colin
Proposition B,"RACE_CANDIDATES    Proposition B - Town of  Prosper.1 - Against
RACE_CANDIDATES         Proposition B - Town of  Prosper.1 - 11
dtype: object",Against,11,Colin
Proposition B,"RACE_CANDIDATES    Proposition B - Town of  Prosper.2 - OVER VOTES
RACE_CANDIDATES             Proposition B - Town of  Prosper.2 - 6
dtype: object",OVER VOTES,6,Colin
Proposition B,"RACE_CANDIDATES    Proposition B - Town of  Prosper.3 - UNDER VOTES
RACE_CANDIDATES             Proposition B - Town of  Prosper.3 - 26
dtype: object",UNDER VOTES,26,Colin
Mayor – City of Richardson,"RACE_CANDIDATES    Mayor – City of Richardson - Bob Dubey
RACE_CANDIDATES           Mayor – City of Richardson - 14
dtype: object",Bob Dubey,14,Colin
Mayor – City of Richardson,"RACE_CANDIDATES    Mayor – City of Richardson.1 - Janet DePuy
RACE_CANDIDATES             Mayor – City of Richardson.1 - 13
dtype: object",Janet DePuy,13,Colin
Mayor – City of Richardson,"RACE_CANDIDATES    Mayor – City of Richardson.2 - OVER VOTES
RACE_CANDIDATES             Mayor – City of Richardson.2 - 7
dtype: object",OVER VOTES,7,Colin
Mayor – City of Richardson,"RACE_CANDIDATES    Mayor – City of Richardson.3 - UNDER VOTES
RACE_CANDIDATES             Mayor – City of Richardson.3 - 20
dtype: object",UNDER VOTES,20,Colin
"Council Member, Place 1 – City of Richardson","RACE_CANDIDATES    Council Member, Place 1 – City of Richardson -...
RACE_CANDIDATES    Council Member, Place 1 – City of Richardson - 14
dtype: object",G. Scott Waddell,14,Colin
"Council Member, Place 1 – City of Richardson","RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.1...
RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.1...
dtype: object",Curtis Dorian,13,Colin
"Council Member, Place 1 – City of Richardson","RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.2...
RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.2...
dtype: object",OVER VOTES,7,Colin
"Council Member, Place 1 – City of Richardson","RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.3...
RACE_CANDIDATES    Council Member, Place 1 – City of Richardson.3...
dtype: object",UNDER VOTES,20,Colin
Council Member Place 2 – City of Richardson,"RACE_CANDIDATES    Council Member Place 2 – City of Richardson - ...
RACE_CANDIDATES     Council Member Place 2 – City of Richardson - 13
dtype: object",Jennifer Justice,13,Colin
Council Member Place 2 – City of Richardson,"RACE_CANDIDATES    Council Member Place 2 – City of Richardson.1 ...
RACE_CANDIDATES    Council Member Place 2 – City of Richardson.1 - 0
dtype: object",OVER VOTES,0,Colin
Council Member Place 2 – City of Richardson,"RACE_CANDIDATES    Council Member Place 2 – City of Richardson.2 ...
RACE_CANDIDATES    Council Member Place 2 – City of Richardson.2 ...
dtype: object",UNDER VOTES,41,Colin
Council Member Place 3 – City of Richardson,"RACE_CANDIDATES    Council Member Place 3 – City of Richardson - ...
RACE_CANDIDATES     Council Member Place 3 – City of Richardson - 14
dtype: object",Dan Barrios,14,Colin
Council Member Place 3 – City of Richardson,"RACE_CANDIDATES    Council Member Place 3 – City of Richardson.1 ...
RACE_CANDIDATES    Council Member Place 3 – City of Richardson.1 ...
dtype: object",Stephen Springs,13,Colin
Council Member Place 3 – City of Richardson,"RACE_CANDIDATES    Council Member Place 3 – City of Richardson.2 ...
RACE_CANDIDATES    Council Member Place 3 – City of Richardson.2 - 7
dtype: object",OVER VOTES,7,Colin
Council Member Place 3 – City of Richardson,"RACE_CANDIDATES    Council Member Place 3 – City of Richardson.3 ...
RACE_CANDIDATES    Council Member Place 3 – City of Richardson.3 ...
dtype: object",UNDER VOTES,20,Colin
Council Member Place 4 – City of Richardson,"RACE_CANDIDATES    Council Member Place 4 – City of Richardson - ...
RACE_CANDIDATES     Council Member Place 4 – City of Richardson - 13
dtype: object",Joe Corcoran,13,Colin
Council Member Place 4 – City of Richardson,"RACE_CANDIDATES    Council Member Place 4 – City of Richardson.1 ...
RACE_CANDIDATES    Council Member Place 4 – City of Richardson.1 - 0
dtype: object",OVER VOTES,0,Colin
Council Member Place 4 – City of Richardson,"RACE_CANDIDATES    Council Member Place 4 – City of Richardson.2 ...
RACE_CANDIDATES    Council Member Place 4 – City of Richardson.2 ...
dtype: object",UNDER VOTES,41,Colin
"Council Member, Place 5 – City of Richardson","RACE_CANDIDATES    Council Member, Place 5 – City of Richardson -...
RACE_CANDIDATES    Council Member, Place 5 – City of Richardson - 14
dtype: object",Todd Harris Hunter,14,Colin
"Council Member, Place 5 – City of Richardson","RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.1...
RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.1...
dtype: object",Ken Hutchenrider,13,Colin
"Council Member, Place 5 – City of Richardson","RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.2...
RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.2...
dtype: object",OVER VOTES,7,Colin
"Council Member, Place 5 – City of Richardson","RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.3...
RACE_CANDIDATES    Council Member, Place 5 – City of Richardson.3...
dtype: object",UNDER VOTES,20,Colin
"Council Member, Place 6 – City of Richardson","RACE_CANDIDATES    Council Member, Place 6 – City of Richardson -...
RACE_CANDIDATES    Council Member, Place 6 – City of Richardson - 13
dtype: object",Arefin Shamsul,13,Colin
"Council Member, Place 6 – City of Richardson","RACE_CANDIDATES    Council Member, Place 6 – City of Richardson.1...
RACE_CANDIDATES    Council Member, Place 6 – City of Richardson.1...
dtype: object",OVER VOTES,0,Colin
"Council Member, Place 6 – City of Richardson","RACE_CANDIDATES    Council Member, Place 6 – City of Richardson.2...
RACE_CANDIDATES    Council Member, Place 6 – City of Richardson.2...
dtype: object",UNDER VOTES,41,Colin
Proposition A – City of Richardson,"RACE_CANDIDATES    Proposition A – City of Richardson - FOR
RACE_CANDIDATES     Proposition A – City of Richardson - 15
dtype: object",FOR,15,Colin
Proposition A – City of Richardson,"RACE_CANDIDATES    Proposition A – City of Richardson.1 - AGAINST
RACE_CANDIDATES         Proposition A – City of Richardson.1 - 13
dtype: object",AGAINST,13,Colin
Proposition A – City of Richardson,"RACE_CANDIDATES    Proposition A – City of Richardson.2 - OVER VOTES
RACE_CANDIDATES             Proposition A – City of Richardson.2 - 7
dtype: object",OVER VOTES,7,Colin
Proposition A – City of Richardson,"RACE_CANDIDATES    Proposition A – City of Richardson.3 - UNDER V...
RACE_CANDIDATES            Proposition A – City of Richardson.3 - 19
dtype: object",UNDER VOTES,19,Colin
"Member of Council, Place 3 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 3 – City of Sachse - ...
RACE_CANDIDATES      Member of Council, Place 3 – City of Sachse - 7
dtype: object",Frank Millsap,7,Colin
"Member of Council, Place 3 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 3 – City of Sachse.1 ...
RACE_CANDIDATES    Member of Council, Place 3 – City of Sachse.1 - 0
dtype: object",OVER VOTES,0,Colin
"Member of Council, Place 3 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 3 – City of Sachse.2 ...
RACE_CANDIDATES    Member of Council, Place 3 – City of Sachse.2 ...
dtype: object",UNDER VOTES,22,Colin
"Member of Council, Place 4 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse - ...
RACE_CANDIDATES      Member of Council, Place 4 – City of Sachse - 8
dtype: object",Richard Chandler,8,Colin
"Member of Council, Place 4 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.1 ...
RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.1 - 7
dtype: object",Chance Lindsey,7,Colin
"Member of Council, Place 4 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.2 ...
RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.2 - 4
dtype: object",OVER VOTES,4,Colin
"Member of Council, Place 4 – City of Sachse","RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.3 ...
RACE_CANDIDATES    Member of Council, Place 4 – City of Sachse.3 ...
dtype: object",UNDER VOTES,10,Colin
"Board of Trustees, Position 6 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 6 – Allen ISD - Po...
RACE_CANDIDATES       Board of Trustees, Position 6 – Allen ISD - 70
dtype: object",Polly Montgomery,70,Colin
"Board of Trustees, Position 6 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 6 – Allen ISD.1 - ...
RACE_CANDIDATES      Board of Trustees, Position 6 – Allen ISD.1 - 0
dtype: object",OVER VOTES,0,Colin
"Board of Trustees, Position 6 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 6 – Allen ISD.2 - ...
RACE_CANDIDATES    Board of Trustees, Position 6 – Allen ISD.2 - 283
dtype: object",UNDER VOTES,283,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD - Mi...
RACE_CANDIDATES       Board of Trustees, Position 7 – Allen ISD - 73
dtype: object",Michelle Boren,73,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD.1 - ...
RACE_CANDIDATES     Board of Trustees, Position 7 – Allen ISD.1 - 70
dtype: object",Brandon Villarreal,70,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD.2 - ...
RACE_CANDIDATES     Board of Trustees, Position 7 – Allen ISD.2 - 70
dtype: object",Bill Parker,70,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD.3 - ...
RACE_CANDIDATES     Board of Trustees, Position 7 – Allen ISD.3 - 70
dtype: object",James Hollis,70,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD.4 - ...
RACE_CANDIDATES     Board of Trustees, Position 7 – Allen ISD.4 - 35
dtype: object",OVER VOTES,35,Colin
"Board of Trustees, Position 7 – Allen ISD","RACE_CANDIDATES    Board of Trustees, Position 7 – Allen ISD.5 - ...
RACE_CANDIDATES     Board of Trustees, Position 7 – Allen ISD.5 - 35
dtype: object",UNDER VOTES,35,Colin
"Board of Trustees, Place 5 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Anna ISD - Clark ...
RACE_CANDIDATES           Board of Trustees, Place 5 – Anna ISD - 51
dtype: object",Clark Miller,51,Colin
"Board of Trustees, Place 5 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Anna ISD.1 - Meg ...
RACE_CANDIDATES         Board of Trustees, Place 5 – Anna ISD.1 - 50
dtype: object",Meg Baker,50,Colin
"Board of Trustees, Place 5 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Anna ISD.2 - OVER...
RACE_CANDIDATES         Board of Trustees, Place 5 – Anna ISD.2 - 25
dtype: object",OVER VOTES,25,Colin
"Board of Trustees, Place 5 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 5 – Anna ISD.3 - UNDE...
RACE_CANDIDATES         Board of Trustees, Place 5 – Anna ISD.3 - 75
dtype: object",UNDER VOTES,75,Colin
"Board of Trustees, Place 7 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 7 – Anna ISD - Josh C...
RACE_CANDIDATES           Board of Trustees, Place 7 – Anna ISD - 51
dtype: object",Josh Carpenter,51,Colin
"Board of Trustees, Place 7 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 7 – Anna ISD.1 - Shon...
RACE_CANDIDATES         Board of Trustees, Place 7 – Anna ISD.1 - 50
dtype: object",Shonda Powell Rupe,50,Colin
"Board of Trustees, Place 7 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 7 – Anna ISD.2 - OVER...
RACE_CANDIDATES         Board of Trustees, Place 7 – Anna ISD.2 - 25
dtype: object",OVER VOTES,25,Colin
"Board of Trustees, Place 7 – Anna ISD","RACE_CANDIDATES    Board of Trustees, Place 7 – Anna ISD.3 - UNDE...
RACE_CANDIDATES         Board of Trustees, Place 7 – Anna ISD.3 - 75
dtype: object",UNDER VOTES,75,Colin
"Trustee, Place 3 – Celina ISD","RACE_CANDIDATES    Trustee, Place 3 – Celina ISD - Melissa Cromwell
RACE_CANDIDATES                  Trustee, Place 3 – Celina ISD - 32
dtype: object",Melissa Cromwell,32,Colin
"Trustee, Place 3 – Celina ISD","RACE_CANDIDATES    Trustee, Place 3 – Celina ISD.1 - Jeff Gravley
RACE_CANDIDATES              Trustee, Place 3 – Celina ISD.1 - 29
dtype: object",Jeff Gravley,29,Colin
"Trustee, Place 3 – Celina ISD","RACE_CANDIDATES    Trustee, Place 3 – Celina ISD.2 - OVER VOTES
RACE_CANDIDATES            Trustee, Place 3 – Celina ISD.2 - 15
dtype: object",OVER VOTES,15,Colin
"Trustee, Place 3 – Celina ISD","RACE_CANDIDATES    Trustee, Place 3 – Celina ISD.3 - UNDER VOTES
RACE_CANDIDATES             Trustee, Place 3 – Celina ISD.3 - 43
dtype: object",UNDER VOTES,43,Colin
"Trustee, Place 4 – Celina ISD","RACE_CANDIDATES    Trustee, Place 4 – Celina ISD - Jennifer Driver
RACE_CANDIDATES                 Trustee, Place 4 – Celina ISD - 32
dtype: object",Jennifer Driver,32,Colin
"Trustee, Place 4 – Celina ISD","RACE_CANDIDATES    Trustee, Place 4 – Celina ISD.1 - Vicky Hogue
RACE_CANDIDATES             Trustee, Place 4 – Celina ISD.1 - 29
dtype: object",Vicky Hogue,29,Colin
"Trustee, Place 4 – Celina ISD","RACE_CANDIDATES    Trustee, Place 4 – Celina ISD.2 - OVER VOTES
RACE_CANDIDATES            Trustee, Place 4 – Celina ISD.2 - 15
dtype: object",OVER VOTES,15,Colin
"Trustee, Place 4 – Celina ISD","RACE_CANDIDATES    Trustee, Place 4 – Celina ISD.3 - UNDER VOTES
RACE_CANDIDATES             Trustee, Place 4 – Celina ISD.3 - 43
dtype: object",UNDER VOTES,43,Colin
"Board Member, Place 4 – Community ISD","RACE_CANDIDATES    Board Member, Place 4 – Community ISD - Marc S...
RACE_CANDIDATES           Board Member, Place 4 – Community ISD - 25
dtype: object",Marc Stanfield,25,Colin
"Board Member, Place 4 – Community ISD","RACE_CANDIDATES    Board Member, Place 4 – Community ISD.1 - OVER...
RACE_CANDIDATES          Board Member, Place 4 – Community ISD.1 - 0
dtype: object",OVER VOTES,0,Colin
"Board Member, Place 4 – Community ISD","RACE_CANDIDATES    Board Member, Place 4 – Community ISD.2 - UNDE...
RACE_CANDIDATES         Board Member, Place 4 – Community ISD.2 - 77
dtype: object",UNDER VOTES,77,Colin
"Board Member, Place 5 – Community ISD","RACE_CANDIDATES    Board Member, Place 5 – Community ISD - Jana H...
RACE_CANDIDATES           Board Member, Place 5 – Community ISD - 25
dtype: object",Jana Hunter,25,Colin
"Board Member, Place 5 – Community ISD","RACE_CANDIDATES    Board Member, Place 5 – Community ISD.1 - OVER...
RACE_CANDIDATES          Board Member, Place 5 – Community ISD.1 - 0
dtype: object",OVER VOTES,0,Colin
"Board Member, Place 5 – Community ISD","RACE_CANDIDATES    Board Member, Place 5 – Community ISD.2 - UNDE...
RACE_CANDIDATES         Board Member, Place 5 – Community ISD.2 - 77
dtype: object",UNDER VOTES,77,Colin
"Board Member, Place 6 – Community ISD","RACE_CANDIDATES    Board Member, Place 6 – Community ISD - Sean W...
RACE_CANDIDATES           Board Member, Place 6 – Community ISD - 27
dtype: object",Sean Walker,27,Colin
"Board Member, Place 6 – Community ISD","RACE_CANDIDATES    Board Member, Place 6 – Community ISD.1 - Shan...
RACE_CANDIDATES         Board Member, Place 6 – Community ISD.1 - 25
dtype: object",Shana Turney,25,Colin
"Board Member, Place 6 – Community ISD","RACE_CANDIDATES    Board Member, Place 6 – Community ISD.2 - OVER...
RACE_CANDIDATES         Board Member, Place 6 – Community ISD.2 - 13
dtype: object",OVER VOTES,13,Colin
