RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
REP Proposition 1,REP Proposition 1.1 - NO,NO,25044,COLL
REP Proposition 1,REP Proposition 1.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 1,REP Proposition 1.3 - UNDER VOTES,UNDER VOTES,6380,COLL
REP Proposition 2,REP Proposition 2 - YES,YES,81661,COLL
REP Proposition 2,REP Proposition 2.1 - NO,NO,10958,COLL
REP Proposition 2,REP Proposition 2.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 2,REP Proposition 2.3 - UNDER VOTES,UNDER VOTES,3647,COLL
REP Proposition 3,REP Proposition 3 - YES,YES,80957,COLL
REP Proposition 3,REP Proposition 3.1 - NO,NO,10808,COLL
REP Proposition 3,REP Proposition 3.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 3,REP Proposition 3.3 - UNDER VOTES,UNDER VOTES,4502,COLL
REP Proposition 4,REP Proposition 4 - YES,YES,78158,COLL
REP Proposition 4,REP Proposition 4.1 - NO,NO,13716,COLL
REP Proposition 4,REP Proposition 4.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 4,REP Proposition 4.3 - UNDER VOTES,UNDER VOTES,4393,COLL
REP Proposition 5,REP Proposition 5 - YES,YES,71643,COLL
REP Proposition 5,REP Proposition 5.1 - NO,NO,19596,COLL
REP Proposition 5,REP Proposition 5.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 5,REP Proposition 5.3 - UNDER VOTES,UNDER VOTES,5028,COLL
REP Proposition 6,REP Proposition 6 - YES,YES,74251,COLL
REP Proposition 6,REP Proposition 6.1 - NO,NO,16268,COLL
REP Proposition 6,REP Proposition 6.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 6,REP Proposition 6.3 - UNDER VOTES,UNDER VOTES,5748,COLL
REP Proposition 7,REP Proposition 7 - YES,YES,61079,COLL
REP Proposition 7,REP Proposition 7.1 - NO,NO,22463,COLL
REP Proposition 7,REP Proposition 7.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 7,REP Proposition 7.3 - UNDER VOTES,UNDER VOTES,12724,COLL
REP Proposition 8,REP Proposition 8 - YES,YES,80977,COLL
REP Proposition 8,REP Proposition 8.1 - NO,NO,10876,COLL
REP Proposition 8,REP Proposition 8.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 8,REP Proposition 8.3 - UNDER VOTES,UNDER VOTES,4414,COLL
REP Proposition 9,REP Proposition 9 - YES,YES,63865,COLL
REP Proposition 9,REP Proposition 9.1 - NO,NO,26907,COLL
REP Proposition 9,REP Proposition 9.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 9,REP Proposition 9.3 - UNDER VOTES,UNDER VOTES,5495,COLL
REP Proposition 10,REP Proposition 10 - YES,YES,75990,COLL
REP Proposition 10,REP Proposition 10.1 - NO,NO,13977,COLL
REP Proposition 10,REP Proposition 10.2 - OVER VOTES,OVER VOTES,1,COLL
REP Proposition 10,REP Proposition 10.3 - UNDER VOTES,UNDER VOTES,6299,COLL
REP Proposition 11,REP Proposition 11 - YES,YES,70534,COLL
REP Proposition 11,REP Proposition 11.1 - NO,NO,21344,COLL
REP Proposition 11,REP Proposition 11.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 11,REP Proposition 11.3 - UNDER VOTES,UNDER VOTES,4389,COLL
REP Proposition 12,REP Proposition 12 - YES,YES,87768,COLL
REP Proposition 12,REP Proposition 12.1 - NO,NO,5038,COLL
REP Proposition 12,REP Proposition 12.2 - OVER VOTES,OVER VOTES,2,COLL
REP Proposition 12,REP Proposition 12.3 - UNDER VOTES,UNDER VOTES,3459,COLL
REP Proposition 13,REP Proposition 13 - YES,YES,86279,COLL
REP Proposition 13,REP Proposition 13.1 - NO,NO,5961,COLL
REP Proposition 13,REP Proposition 13.2 - OVER VOTES,OVER VOTES,0,COLL
REP Proposition 13,REP Proposition 13.3 - UNDER VOTES,UNDER VOTES,4027,COLL
DEM President,DEM President - Dean Phillips,Dean Phillips,1005,COLL
DEM President,"DEM President.1 - Joseph R. Biden, Jr.","Joseph R. Biden, Jr.",28719,COLL
DEM President,DEM President.2 - Marianne Williamson,Marianne Williamson,1207,COLL
DEM President,DEM President.3 - Gabriel A. Cornejo,Gabriel A. Cornejo,281,COLL
DEM President,DEM President.4 - Armando “Mando” Perez-Serrato,Armando “Mando” Perez-Serrato,222,COLL
DEM President,DEM President.5 - Star Locke,Star Locke,149,COLL
DEM President,DEM President.6 - Cenk Uygur,Cenk Uygur,1147,COLL
DEM President,DEM President.7 - Frankie Lozada,Frankie Lozada,150,COLL
DEM President,DEM President.8 - OVER VOTES,OVER VOTES,1,COLL
DEM President,DEM President.9 - UNDER VOTES,UNDER VOTES,1176,COLL
DEM United States Senator,DEM United States Senator - Mark Gonzalez,Mark Gonzalez,1397,COLL
DEM United States Senator,DEM United States Senator.1 - Thierry Tchenko,Thierry Tchenko,322,COLL
DEM United States Senator,DEM United States Senator.2 - Carl Oscar Sherman,Carl Oscar Sherman,522,COLL
DEM United States Senator,DEM United States Senator.3 - Steven J. Keough,Steven J. Keough,473,COLL
DEM United States Senator,DEM United States Senator.4 - Meri Gomez,Meri Gomez,964,COLL
DEM United States Senator,DEM United States Senator.5 - Heli Rodriguez Prilliman,Heli Rodriguez Prilliman,370,COLL
DEM United States Senator,DEM United States Senator.6 - Colin Allred,Colin Allred,25708,COLL
DEM United States Senator,DEM United States Senator.7 - A. “Robert” Hassan,A. “Robert” Hassan,384,COLL
DEM United States Senator,DEM United States Senator.8 - Roland Gutierrez,Roland Gutierrez,2961,COLL
DEM United States Senator,DEM United States Senator.9 - OVER VOTES,OVER VOTES,2,COLL
DEM United States Senator,DEM United States Senator.10 - UNDER VOTES,UNDER VOTES,954,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3 - Sandeep Srivastava",Sandeep Srivastava,15483,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM United States Representative, District 3","DEM United States Representative, District 3.2 - UNDER VOTES",UNDER VOTES,5857,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4 - Simon Cardell",Simon Cardell,6823,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM United States Representative, District 4","DEM United States Representative, District 4.2 - UNDER VOTES",UNDER VOTES,2887,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32 - Callie Butcher",Callie Butcher,152,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.1 - Jan McDowell",Jan McDowell,101,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.2 - Raja Chaudhry",Raja Chaudhry,155,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.3 - Christopher Panayiotou",Christopher Panayiotou,25,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.4 - Julie Johnson",Julie Johnson,1262,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.5 - Brian Williams",Brian Williams,657,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.6 - Kevin Felder",Kevin Felder,30,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.7 - Zachariah Manning",Zachariah Manning,54,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.8 - Justin A. Moore",Justin A. Moore,290,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.9 - Alex Cornwallis",Alex Cornwallis,86,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.10 - OVER VOTES",OVER VOTES,1,COLL
"DEM United States Representative, District 32","DEM United States Representative, District 32.11 - UNDER VOTES",UNDER VOTES,175,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner - Katherine Culbert,Katherine Culbert,19569,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.1 - Bill Burch,Bill Burch,10510,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.2 - OVER VOTES,OVER VOTES,2,COLL
DEM Railroad Commissioner,DEM Railroad Commissioner.3 - UNDER VOTES,UNDER VOTES,3976,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2 - DaSean Jones",DaSean Jones,18882,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.1 - Randy Sarosdy",Randy Sarosdy,10058,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 2","DEM Justice, Supreme Court, Place 2.3 - UNDER VOTES",UNDER VOTES,5117,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4 - Christine Vinh Weems",Christine Vinh Weems,26857,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 4","DEM Justice, Supreme Court, Place 4.2 - UNDER VOTES",UNDER VOTES,7200,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6 - Joe Pool",Joe Pool,7727,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.1 - Bonnie Lee Goldstein",Bonnie Lee Goldstein,21251,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, Supreme Court, Place 6","DEM Justice, Supreme Court, Place 6.3 - UNDER VOTES",UNDER VOTES,5079,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals - Holly Taylor",Holly Taylor,27166,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Presiding Judge, Court of Criminal Appeals","DEM Presiding Judge, Court of Criminal Appeals.2 - UNDER VOTES",UNDER VOTES,6891,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7 - Nancy Mulder",Nancy Mulder,26294,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Judge, Court of Criminal Appeals, Place 7","DEM Judge, Court of Criminal Appeals, Place 7.2 - UNDER VOTES",UNDER VOTES,7763,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8 - Chika Anyiam",Chika Anyiam,25764,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Judge, Court of Criminal Appeals, Place 8","DEM Judge, Court of Criminal Appeals, Place 8.2 - UNDER VOTES",UNDER VOTES,8293,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12 - George King",George King,25788,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Member, State Board of Education, District 12","DEM Member, State Board of Education, District 12.2 - UNDER VOTES",UNDER VOTES,8249,COLL
"DEM State Senator, District 8","DEM State Senator, District 8 - Rachel Mello",Rachel Mello,20432,COLL
"DEM State Senator, District 8","DEM State Senator, District 8.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Senator, District 8","DEM State Senator, District 8.2 - UNDER VOTES",UNDER VOTES,6245,COLL
"DEM State Senator, District 30","DEM State Senator, District 30 - Matthew McGhee",Matthew McGhee,708,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.1 - Michael Braxton",Michael Braxton,1096,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.2 - Dale Frey",Dale Frey,789,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.3 - OVER VOTES",OVER VOTES,1,COLL
"DEM State Senator, District 30","DEM State Senator, District 30.4 - UNDER VOTES",UNDER VOTES,650,COLL
"DEM State Representative, District 61","DEM State Representative, District 61 - Tony Adams",Tony Adams,4706,COLL
"DEM State Representative, District 61","DEM State Representative, District 61.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 61","DEM State Representative, District 61.2 - UNDER VOTES",UNDER VOTES,1431,COLL
"DEM State Representative, District 66","DEM State Representative, District 66 - David W. Carstens",David W. Carstens,4229,COLL
"DEM State Representative, District 66","DEM State Representative, District 66.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 66","DEM State Representative, District 66.2 - UNDER VOTES",UNDER VOTES,1530,COLL
"DEM State Representative, District 67","DEM State Representative, District 67 - Jefferson Nunn",Jefferson Nunn,1806,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.1 - Makala L. Washington",Makala L. Washington,3445,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 67","DEM State Representative, District 67.3 - UNDER VOTES",UNDER VOTES,829,COLL
"DEM State Representative, District 70","DEM State Representative, District 70 - Mihaela Elizabeth Plesa",Mihaela Elizabeth Plesa,5468,COLL
"DEM State Representative, District 70","DEM State Representative, District 70.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 70","DEM State Representative, District 70.2 - UNDER VOTES",UNDER VOTES,1396,COLL
"DEM State Representative, District 89","DEM State Representative, District 89 - Darrel Evans",Darrel Evans,4365,COLL
"DEM State Representative, District 89","DEM State Representative, District 89.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM State Representative, District 89","DEM State Representative, District 89.2 - UNDER VOTES",UNDER VOTES,1487,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District - Staci Williams",Staci Williams,14524,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.1 - Dennise Garcia",Dennise Garcia,15083,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.2 - OVER VOTES",OVER VOTES,1,COLL
"DEM Chief Justice, 5th Court of Appeals District","DEM Chief Justice, 5th Court of Appeals District.3 - UNDER VOTES",UNDER VOTES,4439,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2 - Robbie Partida-Kipness",Robbie Partida-Kipness,25762,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 2","DEM Justice, 5th Court of Appeals District, Place 2.2 - UNDER VOTES",UNDER VOTES,8285,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5 - Erin A. Nowell",Erin A. Nowell,25976,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 5","DEM Justice, 5th Court of Appeals District, Place 5.2 - UNDER VOTES",UNDER VOTES,8071,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9 - Tina Clinton",Tina Clinton,26398,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 9","DEM Justice, 5th Court of Appeals District, Place 9.2 - UNDER VOTES",UNDER VOTES,7649,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10 - Amanda Reichek",Amanda Reichek,26098,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 10","DEM Justice, 5th Court of Appeals District, Place 10.2 - UNDER VOTES",UNDER VOTES,7949,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11 - Cory Carlyle",Cory Carlyle,13606,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.1 - Kim Cooks",Kim Cooks,15116,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.2 - OVER VOTES",OVER VOTES,2,COLL
"DEM Justice, 5th Court of Appeals District, Place 11","DEM Justice, 5th Court of Appeals District, Place 11.3 - UNDER VOTES",UNDER VOTES,5323,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12 - Ken Molberg",Ken Molberg,25603,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 12","DEM Justice, 5th Court of Appeals District, Place 12.2 - UNDER VOTES",UNDER VOTES,8444,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13 - Tonya Parker",Tonya Parker,26832,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Justice, 5th Court of Appeals District, Place 13","DEM Justice, 5th Court of Appeals District, Place 13.2 - UNDER VOTES",UNDER VOTES,7215,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector - Stephanie Cooksey,Stephanie Cooksey,26329,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector.1 - OVER VOTES,OVER VOTES,0,COLL
DEM County Tax Assessor,DEM County Tax Assessor-Collector.2 - UNDER VOTES,UNDER VOTES,7707,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3 - Yvette Johnson",Yvette Johnson,5877,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM County Commissioner, Precinct No 3","DEM County Commissioner, Precinct No. 3.2 - UNDER VOTES",UNDER VOTES,1525,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3 - Cesar Avila",Cesar Avila,10623,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3.1 - OVER VOTES",OVER VOTES,0,COLL
"DEM Constable, Precinct No 3","DEM Constable, Precinct No. 3.2 - UNDER VOTES",UNDER VOTES,3554,COLL
DEM County Chair,DEM County Chair - Sheena King,Sheena King,26602,COLL
DEM County Chair,DEM County Chair.1 - OVER VOTES,OVER VOTES,0,COLL
DEM County Chair,DEM County Chair.2 - UNDER VOTES,UNDER VOTES,7434,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52 - Emaduddin Syed",Emaduddin Syed,132,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.1 - Jaime G. Lozano",Jaime G. Lozano,119,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 52","DEM Precinct Chair, Precinct No. 52.3 - UNDER VOTES",UNDER VOTES,70,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62 - John M. Stafford",John M. Stafford,147,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.1 - Simon Salinas",Simon Salinas,62,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 62","DEM Precinct Chair, Precinct No. 62.3 - UNDER VOTES",UNDER VOTES,35,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69 - Amar Varanasi",Amar Varanasi,118,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.1 - Subir Purkayastha",Subir Purkayastha,129,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 69","DEM Precinct Chair, Precinct No. 69.3 - UNDER VOTES",UNDER VOTES,60,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246 - Lindsey Hall",Lindsey Hall,73,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.1 - Lorena Rodriguez",Lorena Rodriguez,51,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.2 - OVER VOTES",OVER VOTES,0,COLL
"DEM Precinct Chair, Precinct No 246","DEM Precinct Chair, Precinct No. 246.3 - UNDER VOTES",UNDER VOTES,33,COLL
